#entity id	document	start	end	text	comment
species:ncbi:10090	pmcA1521150	12434	12439	mouse	
species:ncbi:10090	pmcA1521150	12864	12868	mice	
species:ncbi:10090	pmcA1521150	13394	13399	mouse	
species:ncbi:10090	pmcA1521150	13423	13428	mouse	
species:ncbi:10090	pmcA1521150	13665	13669	mice	
species:ncbi:10036	pmcA1521150	17214	17236	Syrian golden hamsters	
species:ncbi:9606	pmcA1521150	17747	17750	man	
species:ncbi:10116	pmcA1521150	19781	19785	rats	
species:ncbi:4097	pmcA1521150	20668	20675	tobacco	4
species:ncbi:4097	pmcA1521150	20831	20838	tobacco	4
species:ncbi:9606	pmcA1521150	22213	22216	Man	
species:ncbi:9606	pmcA1521150	23462	23467	Human	4
species:ncbi:9606	pmcA1521150	23476	23481	human	4
species:ncbi:10090	pmcA1521150	23707	23712	mouse	4
species:ncbi:9606	pmcA1524813	4183	4188	Human	
species:ncbi:9606	pmcA1526545	295	300	human	4
species:ncbi:9606	pmcA1526545	434	439	human	4
species:ncbi:9606	pmcA1526545	2134	2139	Human	4
species:ncbi:10090	pmcA1526545	2435	2439	mice	
species:ncbi:10090	pmcA1526545	2457	2461	mice	
species:ncbi:10090	pmcA1526545	2564	2568	mice	
species:ncbi:9606	pmcA1526545	2762	2767	human	4
species:ncbi:9606	pmcA1526545	2872	2877	human	4
species:ncbi:9606	pmcA1526545	4032	4038	humans	
species:ncbi:3704	pmcA1526545	9395	9406	horseradish	4
species:ncbi:9606	pmcA1526545	9434	9439	human	4
species:ncbi:3704	pmcA1526545	9537	9548	horseradish	4
species:ncbi:9606	pmcA1526545	9576	9581	human	4
species:ncbi:9606	pmcA1526545	11194	11199	Human	4
species:ncbi:10090	pmcA1526545	13765	13769	mice	
species:ncbi:9606	pmcA1526545	19910	19915	human	4
species:ncbi:10090	pmcA1526545	21190	21194	mice	
species:ncbi:10090	pmcA1526545	21294	21298	mice	
species:ncbi:10090	pmcA1526545	21462	21466	mice	
species:ncbi:9606	pmcA1526545	21626	21631	human	4
species:ncbi:9606	pmcA1526545	21804	21809	human	4
species:ncbi:9606	pmcA1526545	24359	24364	human	
species:ncbi:9606	pmcA1526545	26424	26429	human	4
species:ncbi:9606	pmcA1526545	26476	26481	human	4
species:ncbi:9606	pmcA1526545	26710	26715	human	4
species:ncbi:9606	pmcA1526545	30550	30555	human	
species:ncbi:9606	pmcA1526545	30622	30627	human	
species:ncbi:10090	pmcA1526545	31414	31418	mice	
species:ncbi:9606	pmcA1526545	33136	33141	Human	4
species:ncbi:9606	pmcA1538864	4641	4646	human	4
species:ncbi:9606	pmcA1538864	4724	4729	human	4
species:ncbi:9606	pmcA1538864	5260	5265	human	4
species:ncbi:9606	pmcA1538864	5493	5498	human	4
species:ncbi:10090	pmcA1538864	5503	5508	mouse	4
species:ncbi:9615	pmcA1538864	12870	12886	Canis familiaris	
species:ncbi:10090	pmcA1538864	14214	14219	mouse	
species:ncbi:9606	pmcA1538864	15054	15059	human	4
species:ncbi:3635	pmcA1551914	14757	14763	cotton	4
species:ncbi:10116	pmcA1564398	124	127	rat	
species:ncbi:10116	pmcA1564398	1837	1841	rats	
species:ncbi:10116	pmcA1564398	2145	2149	rats	
species:ncbi:10116	pmcA1564398	2365	2369	rats	
species:ncbi:10116	pmcA1564398	3040	3044	rats	
species:ncbi:10116	pmcA1564398	3241	3245	rats	
species:ncbi:10116	pmcA1564398	3386	3390	rats	
species:ncbi:10116	pmcA1564398	3931	3935	rats	
species:ncbi:10116	pmcA1564398	4076	4080	rats	
species:ncbi:10116	pmcA1564398	4524	4528	rats	
species:ncbi:10116	pmcA1564398	4684	4688	Rats	
species:ncbi:10116	pmcA1564398	4767	4771	Rats	
species:ncbi:10116	pmcA1564398	5088	5092	rats	
species:ncbi:10116	pmcA1564398	5125	5129	rats	
species:ncbi:10116	pmcA1564398	5139	5143	rats	
species:ncbi:10116	pmcA1564398	5155	5159	rats	
species:ncbi:10116	pmcA1564398	5199	5203	rats	
species:ncbi:10116	pmcA1564398	6570	6574	rats	
species:ncbi:10116	pmcA1564398	6818	6822	rats	
species:ncbi:10116	pmcA1564398	9407	9411	rats	
species:ncbi:10116	pmcA1564398	9922	9926	rats	
species:ncbi:10116	pmcA1564398	9959	9963	rats	
species:ncbi:10116	pmcA1564398	10459	10463	rats	
species:ncbi:10116	pmcA1564398	10539	10543	rats	
species:ncbi:10116	pmcA1564398	11319	11323	rats	
species:ncbi:10116	pmcA1564398	11639	11643	rats	
species:ncbi:10116	pmcA1564398	11932	11936	rats	
species:ncbi:10116	pmcA1564398	11992	11996	rats	
species:ncbi:10116	pmcA1564398	12142	12146	rats	
species:ncbi:10116	pmcA1564398	12198	12202	rats	
species:ncbi:10116	pmcA1564398	12795	12799	rats	
species:ncbi:10116	pmcA1564398	13688	13691	rat	
species:ncbi:10116	pmcA1564398	14669	14673	rats	
species:ncbi:10116	pmcA1564398	14888	14892	rats	
species:ncbi:10116	pmcA1564398	15845	15849	rats	
species:ncbi:10116	pmcA1564398	16444	16448	rats	
species:ncbi:10116	pmcA1564398	16600	16604	rats	
species:ncbi:10116	pmcA1564398	17276	17280	rats	
species:ncbi:10116	pmcA1564398	17602	17606	rats	
species:ncbi:10116	pmcA1564398	17998	18002	rats	
species:ncbi:10116	pmcA1564398	18052	18056	rats	
species:ncbi:10116	pmcA1564398	18422	18426	rats	
species:ncbi:9606	pmcA1590010	5203	5208	human	
species:ncbi:9606	pmcA1590010	28959	28964	human	
species:ncbi:9606	pmcA1590010	33385	33390	human	
species:ncbi:9606	pmcA1590010	33582	33587	human	
species:ncbi:182990	pmcA1634875	85	105	Lutzomyia intermedia	
species:ncbi:55416	pmcA1634875	110	128	Lutzomyia whitmani	
species:ncbi:182990	pmcA1634875	149	169	Lutzomyia intermedia	
species:ncbi:55416	pmcA1634875	174	192	Lutzomyia whitmani	
species:ncbi:182990	pmcA1634875	1396	1409	L. intermedia	
species:ncbi:55416	pmcA1634875	1414	1425	L. whitmani	
species:ncbi:182990	pmcA1634875	1688	1708	Lutzomyia intermedia	
species:ncbi:55416	pmcA1634875	1731	1749	Lutzomyia whitmani	
species:ncbi:55416	pmcA1634875	2423	2434	L. whitmani	
species:ncbi:182990	pmcA1634875	2450	2463	L. intermedia	
species:ncbi:7227	pmcA1634875	3295	3310	D. melanogaster	
species:ncbi:7240	pmcA1634875	3315	3326	D. simulans	
species:ncbi:182990	pmcA1634875	4347	4360	L. intermedia	
species:ncbi:55416	pmcA1634875	4365	4376	L. whitmani	
species:ncbi:182990	pmcA1634875	4741	4754	L. intermedia	
species:ncbi:55416	pmcA1634875	4759	4770	L. whitmani	
species:ncbi:182990	pmcA1634875	4864	4877	L. intermedia	
species:ncbi:55416	pmcA1634875	4882	4893	L. whitmani	
species:ncbi:182990	pmcA1634875	4923	4936	L. intermedia	
species:ncbi:55416	pmcA1634875	4949	4960	L. whitmani	
species:ncbi:55416	pmcA1634875	5697	5708	L. whitmani	
species:ncbi:182990	pmcA1634875	6397	6410	L. intermedia	
species:ncbi:55416	pmcA1634875	6415	6426	L. whitmani	
species:ncbi:182990	pmcA1634875	6515	6528	L. intermedia	
species:ncbi:55416	pmcA1634875	6597	6608	L. whitmani	
species:ncbi:182990	pmcA1634875	6835	6848	L. intermedia	
species:ncbi:55416	pmcA1634875	6864	6875	L. whitmani	
species:ncbi:55416	pmcA1634875	7723	7734	L. whitmani	
species:ncbi:182990	pmcA1634875	7825	7838	L. intermedia	
species:ncbi:182990	pmcA1634875	7957	7970	L. intermedia	
species:ncbi:55416	pmcA1634875	7975	7986	L. whitmani	
species:ncbi:182988	pmcA1634875	8100	8113	L. umbratilis	2
species:ncbi:182990	pmcA1634875	8209	8222	L. intermedia	
species:ncbi:55416	pmcA1634875	8227	8238	L. whitmani	
species:ncbi:182990	pmcA1634875	8380	8393	L. intermedia	
species:ncbi:55416	pmcA1634875	8439	8450	L. whitmani	
species:ncbi:55416	pmcA1634875	8576	8587	L. whitmani	
species:ncbi:182990	pmcA1634875	8627	8640	L. intermedia	
species:ncbi:182990	pmcA1634875	8668	8681	L. intermedia	
species:ncbi:55416	pmcA1634875	8708	8719	L. whitmani	
species:ncbi:182990	pmcA1634875	8754	8767	L. intermedia	
species:ncbi:182990	pmcA1634875	9692	9705	L. intermedia	
species:ncbi:55416	pmcA1634875	9710	9721	L. whitmani	
species:ncbi:182990	pmcA1634875	10276	10289	L. intermedia	
species:ncbi:55416	pmcA1634875	10294	10305	L. whitmani	
species:ncbi:55416	pmcA1634875	10398	10409	L. whitmani	
species:ncbi:182990	pmcA1634875	10482	10495	L. intermedia	
species:ncbi:182990	pmcA1634875	10525	10538	L. intermedia	
species:ncbi:55416	pmcA1634875	10618	10629	L. whitmani	
species:ncbi:182990	pmcA1634875	10880	10893	L. intermedia	
species:ncbi:55416	pmcA1634875	10898	10909	L. whitmani	
species:ncbi:182990	pmcA1634875	11602	11615	L. intermedia	
species:ncbi:55416	pmcA1634875	11620	11631	L. whitmani	
species:ncbi:182990	pmcA1634875	12068	12081	L. intermedia	
species:ncbi:55416	pmcA1634875	12085	12096	L. whitmani	
species:ncbi:182990	pmcA1634875	12212	12225	L. intermedia	
species:ncbi:55416	pmcA1634875	12230	12241	L. whitmani	
species:ncbi:55416	pmcA1634875	13330	13341	L. whitmani	
species:ncbi:182990	pmcA1634875	13350	13363	L. intermedia	
species:ncbi:55416	pmcA1634875	13375	13386	L. whitmani	
species:ncbi:182990	pmcA1634875	13395	13408	L. intermedia	
species:ncbi:55416	pmcA1634875	13536	13547	L. whitmani	
species:ncbi:182990	pmcA1634875	13556	13569	L. intermedia	
species:ncbi:182990	pmcA1634875	14167	14180	L. intermedia	
species:ncbi:55416	pmcA1634875	14185	14196	L. whitmani	
species:ncbi:330878	pmcA1634875	14250	14266	Lutzomyia neivai	
species:ncbi:182990	pmcA1634875	14292	14305	L. intermedia	
species:ncbi:55416	pmcA1634875	14481	14492	L. whitmani	
species:ncbi:55416	pmcA1634875	14729	14740	L. whitmani	
species:ncbi:182990	pmcA1634875	14852	14865	L. intermedia	
species:ncbi:55416	pmcA1634875	14870	14881	L. whitmani	
species:ncbi:7200	pmcA1634875	15026	15047	Lutzomyia longipalpis	
species:ncbi:182990	pmcA1634875	15234	15247	L. intermedia	
species:ncbi:55416	pmcA1634875	15252	15263	L. whitmani	
species:ncbi:7200	pmcA1634875	15342	15356	L. longipalpis	
species:ncbi:182990	pmcA1634875	15673	15686	L. intermedia	
species:ncbi:55416	pmcA1634875	15691	15702	L. whitmani	
species:ncbi:7165	pmcA1634875	16534	16551	Anopheles gambiae	
species:ncbi:7165	pmcA1634875	16738	16755	Anopheles gambiae	
species:ncbi:182990	pmcA1634875	16938	16951	L. intermedia	
species:ncbi:55416	pmcA1634875	16956	16967	L. whitmani	
species:ncbi:182990	pmcA1634875	17228	17241	L. intermedia	
species:ncbi:55416	pmcA1634875	17279	17290	L. whitmani	
species:ncbi:182990	pmcA1634875	17390	17403	L. intermedia	
species:ncbi:55416	pmcA1634875	17453	17464	L. whitmani	
species:ncbi:9606	pmcA1634875	17593	17599	humans	
species:ncbi:55416	pmcA1634875	17627	17638	L. whitmani	
species:ncbi:182990	pmcA1634875	17673	17686	L. intermedia	
species:ncbi:182990	pmcA1634875	18055	18068	L. intermedia	
species:ncbi:55416	pmcA1634875	18073	18084	L. whitmani	
species:ncbi:182990	pmcA1634875	18193	18206	L. intermedia	
species:ncbi:55416	pmcA1634875	18211	18222	L. whitmani	
species:ncbi:182990	pmcA1634875	18748	18761	L. intermedia	
species:ncbi:55416	pmcA1634875	18766	18777	L. whitmani	
species:ncbi:7227	pmcA1634875	18926	18941	D. melanogaster	
species:ncbi:7240	pmcA1634875	18946	18957	D. simulans	
species:ncbi:182990	pmcA1634875	19031	19044	L. intermedia	
species:ncbi:55416	pmcA1634875	19049	19060	L. whitmani	
species:ncbi:182990	pmcA1634875	19877	19890	L. intermedia	
species:ncbi:55416	pmcA1634875	19895	19906	L. whitmani	
species:ncbi:182990	pmcA1634875	20156	20169	L. intermedia	
species:ncbi:55416	pmcA1634875	20280	20291	L. whitmani	
species:ncbi:55416	pmcA1634875	21595	21606	L. whitmani	
species:ncbi:55416	pmcA1634875	21986	21997	L. whitmani	
species:ncbi:9606	pmcA1636465	1143	1148	human	4
species:ncbi:9606	pmcA1636465	1365	1370	human	4
species:ncbi:9606	pmcA1636465	1664	1669	human	4
species:ncbi:9606	pmcA1636465	1756	1761	human	4
species:ncbi:9606	pmcA1636465	2638	2643	human	4
species:ncbi:9606	pmcA1636465	4250	4255	human	4
species:ncbi:9606	pmcA1636465	4384	4389	human	4
species:ncbi:4932	pmcA1636465	4716	4721	yeast	
species:ncbi:9606	pmcA1636465	5096	5101	human	4
species:ncbi:9606	pmcA1636465	5245	5250	human	4
species:ncbi:9606	pmcA1636465	5530	5535	human	4
species:ncbi:9606	pmcA1636465	8966	8971	human	4
species:ncbi:4932	pmcA1636465	10296	10301	yeast	
species:ncbi:4932	pmcA1636465	10553	10558	yeast	
species:ncbi:9606	pmcA1636465	14266	14271	human	4
species:ncbi:9606	pmcA1636465	14362	14367	human	4
species:ncbi:4932	pmcA1636465	16910	16915	yeast	4
species:ncbi:4932	pmcA1636465	17061	17066	yeast	4
species:ncbi:4932	pmcA1636465	18755	18760	yeast	
species:ncbi:9606	pmcA1636465	19282	19287	human	4
species:ncbi:10090	pmcA1636465	19329	19334	mouse	4
species:ncbi:9606	pmcA1636465	19339	19344	human	4
species:ncbi:9606	pmcA1636465	25476	25481	human	4
species:ncbi:9606	pmcA1636465	25576	25581	human	4
species:ncbi:9606	pmcA1636465	26051	26056	human	4
species:ncbi:9606	pmcA1779435	6268	6273	human	4
species:ncbi:9606	pmcA1779441	20	25	human	4
species:ncbi:9606	pmcA1779441	403	408	human	4
species:ncbi:10090	pmcA1779441	2499	2504	mouse	4
species:ncbi:9606	pmcA1779441	2915	2920	human	4
species:ncbi:10090	pmcA1779441	3116	3120	mice	
species:ncbi:9606	pmcA1779441	3602	3607	Human	4
species:ncbi:9606	pmcA1779441	4209	4214	human	4
species:ncbi:10090	pmcA1779441	4925	4930	mouse	4
species:ncbi:10090	pmcA1779441	5016	5021	mouse	4
species:ncbi:10090	pmcA1779441	5313	5318	mouse	4
species:ncbi:10090	pmcA1779441	5383	5388	mouse	4
species:ncbi:9913	pmcA1779441	5740	5746	bovine	4
species:ncbi:9925	pmcA1779441	9312	9316	goat	4
species:ncbi:9925	pmcA1779441	9380	9384	goat	4
species:ncbi:10090	pmcA1779441	9446	9451	mouse	4
species:ncbi:9986	pmcA1779441	9507	9513	rabbit	4
species:ncbi:9925	pmcA1779441	9519	9523	goat	4
species:ncbi:9986	pmcA1779441	9569	9575	rabbit	4
species:ncbi:10090	pmcA1779441	9581	9586	mouse	4
species:ncbi:10090	pmcA1779441	10048	10053	mouse	4
species:ncbi:10090	pmcA1779441	10087	10092	mouse	4
species:ncbi:10090	pmcA1779441	10143	10148	mouse	4
species:ncbi:9606	pmcA1779441	10271	10276	human	4
species:ncbi:10090	pmcA1779441	10719	10724	mouse	4
species:ncbi:9925	pmcA1779441	10808	10812	goat	4
species:ncbi:10090	pmcA1779441	10818	10823	mouse	4
species:ncbi:9606	pmcA1779441	11525	11530	human	4
species:ncbi:10090	pmcA1779441	11755	11760	mouse	4
species:ncbi:9925	pmcA1779441	14676	14680	goat	4
species:ncbi:10090	pmcA1779441	14808	14813	mouse	4
species:ncbi:9913	pmcA1779441	14863	14869	bovine	4
species:ncbi:9925	pmcA1779441	15038	15042	goat	4
species:ncbi:10090	pmcA1779441	15048	15053	mouse	4
species:ncbi:9913	pmcA1779441	15093	15099	bovine	4
species:ncbi:10090	pmcA1779441	15332	15337	mouse	4
species:ncbi:9925	pmcA1779441	15421	15425	goat	4
species:ncbi:10090	pmcA1779441	15431	15436	mouse	4
species:ncbi:9606	pmcA1779441	16010	16015	human	4
species:ncbi:9606	pmcA1779441	25197	25202	human	4
species:ncbi:9606	pmcA1779441	28557	28562	Human	
species:ncbi:10090	pmcA1779441	29837	29841	mice	
species:ncbi:10090	pmcA1779441	30004	30008	mice	
species:ncbi:10090	pmcA1779441	30335	30340	mouse	4
species:ncbi:9606	pmcA1779441	30546	30551	human	4
species:ncbi:10090	pmcA1779441	30994	30998	mice	
species:ncbi:10116	pmcA1779441	31000	31004	rats	
species:ncbi:9606	pmcA1779441	31009	31015	humans	
species:ncbi:9913	pmcA1779441	32894	32900	bovine	4
species:ncbi:10090	pmcA1779441	35238	35242	mice	
species:ncbi:9606	pmcA1779441	35317	35322	human	4
species:ncbi:9606	pmcA1779441	35508	35513	human	4
species:ncbi:10090	pmcA1779441	35574	35579	mouse	4
species:ncbi:9606	pmcA1779441	35628	35633	human	4
species:ncbi:10090	pmcA1779441	35809	35814	mouse	4
species:ncbi:9606	pmcA1779441	35863	35868	human	4
species:ncbi:10090	pmcA1779441	35948	35953	mouse	4
species:ncbi:9606	pmcA1779441	35990	35995	human	4
species:ncbi:10090	pmcA1779441	36010	36014	mice	
species:ncbi:10090	pmcA1779441	36190	36194	mice	
species:ncbi:9606	pmcA1779441	36311	36316	human	4
species:ncbi:10090	pmcA1779441	36477	36482	mouse	4
species:ncbi:9606	pmcA1779441	36505	36510	human	4
species:ncbi:9606	pmcA1779441	38186	38191	human	4
species:ncbi:9913	pmcA1779441	38690	38696	bovine	4
species:ncbi:9606	pmcA1779460	50	55	human	4
species:ncbi:10090	pmcA1779460	2782	2787	Mouse	4
species:ncbi:10090	pmcA1779460	2877	2881	mice	
species:ncbi:9606	pmcA1779460	2900	2905	human	
species:ncbi:10090	pmcA1779460	2915	2920	mouse	
species:ncbi:10090	pmcA1779460	2982	2986	mice	
species:ncbi:10090	pmcA1779460	8422	8427	mouse	4
species:ncbi:10032	pmcA1779460	8535	8551	Armenian hamster	4
species:ncbi:9606	pmcA1779460	14120	14125	human	4
species:ncbi:10016	pmcA1779460	21066	21069	rat	4
species:ncbi:11757	pmcA1779460	23733	23737	MMTV	
species:ncbi:10090	pmcA1779460	23745	23749	mice	
species:ncbi:9606	pmcA1779460	26231	26236	human	4
species:ncbi:10090	pmcA1779460	26552	26561	nude mice	
species:ncbi:10090	pmcA1779460	31870	31875	mouse	4
species:ncbi:10090	pmcA1779460	34052	34057	mouse	4
species:ncbi:9031	pmcA1805739	644	651	chicken	4
species:ncbi:10090	pmcA1805739	656	661	mouse	4
species:ncbi:9031	pmcA1805739	674	681	chicken	4
species:ncbi:10090	pmcA1805739	1270	1275	mouse	
species:ncbi:9031	pmcA1805739	1503	1510	chicken	4
species:ncbi:9031	pmcA1805739	2672	2679	chicken	4
species:ncbi:10116	pmcA1805739	3353	3356	rat	4
species:ncbi:10090	pmcA1805739	4068	4072	mice	
species:ncbi:10090	pmcA1805739	4194	4199	mouse	4
species:ncbi:10090	pmcA1805739	4375	4379	mice	
species:ncbi:10090	pmcA1805739	4421	4425	mice	
species:ncbi:9031	pmcA1805739	17437	17444	chicken	4
species:ncbi:10090	pmcA1805739	17449	17454	mouse	4
species:ncbi:9031	pmcA1805739	17471	17478	chicken	
species:ncbi:10090	pmcA1805739	19397	19401	mice	
species:ncbi:9031	pmcA1805739	19882	19889	chicken	4
species:ncbi:10090	pmcA1805739	20097	20101	mice	
species:ncbi:10090	pmcA1805739	20672	20676	mice	
species:ncbi:10090	pmcA1805739	20716	20720	mice	
species:ncbi:10090	pmcA1805739	20831	20835	mice	
species:ncbi:10090	pmcA1805739	21000	21005	mouse	4
species:ncbi:10116	pmcA1805739	21288	21291	rat	4
species:ncbi:10116	pmcA1805739	21725	21728	rat	4
species:ncbi:9031	pmcA1805739	21989	21996	chicken	4
species:ncbi:9031	pmcA1805739	24823	24830	chicken	4
species:ncbi:10090	pmcA1805739	25023	25028	Mouse	4
species:ncbi:10090	pmcA1805739	25185	25190	mouse	4
species:ncbi:10090	pmcA1805739	25461	25466	mouse	4
species:ncbi:9796	pmcA1805739	25847	25852	horse	4
species:ncbi:9986	pmcA1805739	26139	26145	rabbit	4
species:ncbi:10090	pmcA1805739	26212	26217	mouse	4
species:ncbi:10090	pmcA1805739	26264	26269	mouse	4
species:ncbi:9986	pmcA1805739	26335	26341	rabbit	4
species:ncbi:9031	pmcA1805739	26347	26354	chicken	4
species:ncbi:9986	pmcA1805739	26369	26375	rabbit	4
species:ncbi:9031	pmcA1805739	26381	26388	chicken	4
species:ncbi:9986	pmcA1805739	26403	26409	rabbit	4
species:ncbi:9031	pmcA1805739	26415	26422	chicken	4
species:ncbi:10090	pmcA1805739	26515	26520	mouse	4
species:ncbi:10090	pmcA1805739	26578	26583	mouse	4
species:ncbi:9940	pmcA1805739	26662	26667	sheep	4
species:ncbi:9986	pmcA1805739	26712	26718	rabbit	4
species:ncbi:9925	pmcA1805739	26768	26772	goat	4
species:ncbi:9796	pmcA1805739	29575	29580	horse	4
species:ncbi:9796	pmcA1805739	31310	31315	horse	4
species:ncbi:9606	pmcA1808052	4396	4401	Human	4
species:ncbi:51359	pmcA1838407	39	58	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	59	77	Dryocopus pileatus	
species:ncbi:386521	pmcA1838407	88	111	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	112	135	Campephilus principalis	
species:ncbi:386521	pmcA1838407	226	249	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	250	273	Campephilus principalis	
species:ncbi:386521	pmcA1838407	484	507	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	602	621	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	622	640	Dryocopus pileatus	
species:ncbi:51359	pmcA1838407	673	693	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	747	770	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	801	821	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	1003	1026	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	1081	1100	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	1184	1207	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	1289	1309	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	1344	1363	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	1411	1434	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	1897	1920	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	2176	2195	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	2312	2335	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	2418	2438	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	2569	2588	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	2760	2783	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	2863	2882	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	3171	3194	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	3235	3255	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	3589	3612	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	3854	3873	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	4075	4094	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	4256	4276	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	4295	4314	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	4391	4414	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	4849	4872	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	4975	4994	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	5035	5058	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	5194	5213	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	5570	5589	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	5675	5695	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	5799	5822	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	5920	5940	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	5941	5959	Dryocopus pileatus	
species:ncbi:386521	pmcA1838407	6249	6272	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	6273	6296	Campephilus principalis	
species:ncbi:51359	pmcA1838407	6412	6432	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	6502	6525	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	6685	6704	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	6916	6936	Pileated woodpeckers	
species:ncbi:51359	pmcA1838407	7145	7165	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	7347	7367	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	7654	7677	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	7706	7725	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	7863	7883	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	8001	8021	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	8231	8250	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	8300	8319	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	8454	8477	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	8532	8552	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	8576	8596	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	8690	8709	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	8856	8875	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	9785	9804	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	9866	9874	Pileated	2
species:ncbi:51359	pmcA1838407	10011	10031	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	10440	10459	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	10749	10768	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	11128	11147	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	11370	11390	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	11621	11644	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	11782	11801	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	11945	11968	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	12096	12115	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	12201	12224	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	12445	12464	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	12555	12574	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	12775	12798	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	12929	12953	Ivory-billed Woodpeckers	20
species:ncbi:386521	pmcA1838407	13111	13134	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	13160	13179	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	13268	13287	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	13353	13372	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	13583	13603	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	13793	13812	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	13836	13859	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	13944	13963	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	14417	14440	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	14783	14803	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	15009	15029	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	15251	15271	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	15472	15495	Ivory-billed Woodpecker	20
